process_description,QTCR_CODE,trace_id,activity_name,comment
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC13,055cdf0d-773d-4291-816b-fa35c4c22efd,charge late fee,To violated
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC14,055cdf0d-773d-4291-816b-fa35c4c22efd,suspend service,To violated
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC13,b9f84284-88f0-4a0d-ac52-ac161b6f95e8,charge late fee,To violated
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC14,b9f84284-88f0-4a0d-ac52-ac161b6f95e8,suspend service,To violated
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC13,7e36d8e5-0822-495b-90e1-cc2da7d15743,charge late fee,To violated
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC14,7e36d8e5-0822-495b-90e1-cc2da7d15743,suspend service,To violated
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC13,24eb74b1-b0bd-40e1-87ef-1a923b3ffc55,charge late fee,To violated
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC14,24eb74b1-b0bd-40e1-87ef-1a923b3ffc55,suspend service,To violated
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC9,5ab7a78e-023c-46f6-bc11-1ae0b1492c99,send invoice,From violated
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC13,a4a12556-e4cb-4fcb-8eaf-30dff6332340,charge late fee,To violated
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC14,a4a12556-e4cb-4fcb-8eaf-30dff6332340,suspend service,To violated
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC13,8525b962-5312-43ab-ba5f-0206fab8b67b,charge late fee,To violated
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC14,8525b962-5312-43ab-ba5f-0206fab8b67b,suspend service,To violated
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC13,60a7caed-25df-46ce-bedb-32625522641a,charge late fee,To violated
Billing_Process_of_an_Internet_Service_Provider_(ISP),QTRC14,60a7caed-25df-46ce-bedb-32625522641a,suspend service,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,c08e2ea7-b76f-47b5-94a3-3b683df71a56,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,c08e2ea7-b76f-47b5-94a3-3b683df71a56,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,325b3aee-a444-477b-8999-e0e05bd397b8,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,325b3aee-a444-477b-8999-e0e05bd397b8,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,8dc88734-e3fb-4774-bc71-1783dac4c6ff,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,af1c4d20-8232-4141-9cc7-9a76eb3a8af2,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,af1c4d20-8232-4141-9cc7-9a76eb3a8af2,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,36183d0f-5ca3-4cee-bc70-0bcd030fc903,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,48b2d71e-d46b-498c-949d-88ff6fc591fd,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,c1800b53-cfde-4036-9501-883481df822a,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,11d500b9-127f-4eb3-973c-85fef5695f74,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,8e479ebe-c30c-45c7-b72f-9feb8d550452,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,e852f7a2-a138-439d-82c0-a132d653ffe5,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,e7ebafb5-53d7-4023-96d7-07282a4f3a65,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,e7ebafb5-53d7-4023-96d7-07282a4f3a65,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,0a4f734b-40d8-4668-aeb6-4432bd47ca23,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,d32fbd6d-19b5-4a77-917c-983ed3d1524f,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,d32fbd6d-19b5-4a77-917c-983ed3d1524f,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,f3b46903-5bca-4429-8121-44ffbd224eb8,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,f3b46903-5bca-4429-8121-44ffbd224eb8,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,79a0aa14-6af2-447a-9b09-25370b2d0259,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,79a0aa14-6af2-447a-9b09-25370b2d0259,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,39eabbfe-5fa1-4fb1-96d1-1bdf1500327a,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,8b57aa19-ec08-4bd0-b997-05f3821a9bb6,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,8b57aa19-ec08-4bd0-b997-05f3821a9bb6,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,19e97638-af7f-498c-a55e-ed558427b940,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,19e97638-af7f-498c-a55e-ed558427b940,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,be61f83d-2ffc-4e0f-badd-d8d93155c18a,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,be61f83d-2ffc-4e0f-badd-d8d93155c18a,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,300f84de-21ef-4916-98b5-bff583b9f855,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,300f84de-21ef-4916-98b5-bff583b9f855,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,10db019e-7c9d-49e6-a3b5-32cdb961b93f,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,a168271a-7ecf-4d04-9f1a-82097896e26e,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,a168271a-7ecf-4d04-9f1a-82097896e26e,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,912b6c27-028b-4837-bea3-9b124bd60cfb,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,7852e702-e6fc-4476-8e4f-9145a65d8472,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,7852e702-e6fc-4476-8e4f-9145a65d8472,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,76456ab4-d909-4e9f-8908-81da35eadccf,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,76456ab4-d909-4e9f-8908-81da35eadccf,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,3fd4d871-c67e-4407-a165-f1d59ea8d96a,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,ffba7d46-6430-4bfd-bf49-8d338ac5caae,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,ffba7d46-6430-4bfd-bf49-8d338ac5caae,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,a1e31e44-e4a6-47d2-94e4-f7bdb6219efb,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,4c59131d-50d4-4be5-8d8c-eda3e35a00bd,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,4c59131d-50d4-4be5-8d8c-eda3e35a00bd,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,65764d34-dbbc-4c3f-ab93-1eac827a6a0b,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,65764d34-dbbc-4c3f-ab93-1eac827a6a0b,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,108f11ca-6470-427d-acbd-2c06cee64e53,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,108f11ca-6470-427d-acbd-2c06cee64e53,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,3e6b2e85-5b85-446f-8fdf-b2769b901a1f,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,e866bdcb-7b01-43a0-a595-4ddc8669582f,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,e866bdcb-7b01-43a0-a595-4ddc8669582f,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,5d8fcd2c-1b49-4921-9b8d-6e4feec5d807,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,958aff1a-96de-4a96-81a3-bba97d5a2883,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,958aff1a-96de-4a96-81a3-bba97d5a2883,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,5a08cf8f-1c06-47d8-ba69-7d54962323ae,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,5a08cf8f-1c06-47d8-ba69-7d54962323ae,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,5e78b41d-cf89-446c-baf2-f42aa09d8370,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,718b5644-dc1c-496f-9fca-ad56ddec2feb,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,ebb623ba-f12f-4ab3-b099-f38dae2d211b,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,41f503c0-1816-4fbb-86de-a120d31ba961,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,41f503c0-1816-4fbb-86de-a120d31ba961,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,e7721043-27ad-46d5-a032-b013915a842d,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,e7721043-27ad-46d5-a032-b013915a842d,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,fc3f3e8e-9026-4988-8f7e-7cd55ca7bd02,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,fc3f3e8e-9026-4988-8f7e-7cd55ca7bd02,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,c5802c51-14d5-4392-be90-be1acfcfb8d9,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,8f307a06-3bbc-4fd2-b496-983b4277e735,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,8f307a06-3bbc-4fd2-b496-983b4277e735,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,9a439117-f356-42ab-b0a5-0b0fc1913966,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC16,80fbc256-3562-4841-a293-9d9d0fdc9b5a,"send ""approval in progress"" email",To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,80fbc256-3562-4841-a293-9d9d0fdc9b5a,advice employee to re-submit the expense report,To violated
Steps_to_follow_after_receiving_Expense_Report,QTRC17,48e2b7dc-6dc3-455f-9334-ba3f2890a191,advice employee to re-submit the expense report,To violated
Meeting_Related_Activities,QTRC15,26eda3bb-1fd0-4942-afe2-011c84adadb8,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,e13ecb85-7554-404d-baf3-8dbae473dd09,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,c5d78f7f-5790-4f22-89d5-df19a55681d7,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,b1643ac8-fc72-4338-8eb3-3e78b1381e33,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,6c170916-13f7-47ec-8b1c-fadff49a8745,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,41ef0349-cdfc-40d5-ade4-fe9fd77855f0,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,74c544ed-31f3-4a89-9155-eb0c441bf443,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,07885914-99c8-4d40-a067-bc0fa191ffd5,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,20d4de86-76a3-48fb-9cd9-f33bcbcc2824,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,0c147042-c84f-47d1-85ab-38e1e4180442,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,4b631a52-49fd-4908-a182-11e3595bf989,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,05baeabe-dcf8-4d53-996b-992bf85faa06,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,44c7b22a-154b-4987-86ce-7176406d96be,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,474d084b-1692-4d7b-ac05-eb581a167b8a,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,414b9f70-104c-4e8d-ba9b-600aaf06d9f1,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,6801e31b-9fdb-467f-bef8-965965b635c9,advise to read related documents,To violated
Meeting_Related_Activities,QTRC15,d0dcb976-efcd-4022-aeef-bea916b2d3bd,advise to read related documents,To violated
Quince_Harvesting,QTRC1,dbcac9fe-2017-4dcc-abe1-e9731fca5947,*,First activity out of range
Quince_Harvesting,QTRC1,dbcac9fe-2017-4dcc-abe1-e9731fca5947,*,Last activity out of range
Quince_Harvesting,QTRC3,dbcac9fe-2017-4dcc-abe1-e9731fca5947,Start Picking,From violated
Quince_Harvesting,QTRC1,334e9ef1-9640-4758-84fb-883e44ce3881,*,First activity out of range
Quince_Harvesting,QTRC1,334e9ef1-9640-4758-84fb-883e44ce3881,*,Last activity out of range
Quince_Harvesting,QTRC4,334e9ef1-9640-4758-84fb-883e44ce3881,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC3,dd7b7b1a-6645-43c6-85ee-47dc6edba3af,Start Picking,From violated
Quince_Harvesting,QTRC4,dd7b7b1a-6645-43c6-85ee-47dc6edba3af,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC3,1477d551-7d28-4f1d-8f8c-0fabdab5b960,Start Picking,From violated
Quince_Harvesting,QTRC4,1477d551-7d28-4f1d-8f8c-0fabdab5b960,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC8,97f99598-c647-40cd-ae6f-fc920dd55cde,Send Recorded Kilos and Hours,From violated
Quince_Harvesting,QTRC1,b543dff0-530d-4508-8ad0-a602f9c52caf,*,First activity out of range
Quince_Harvesting,QTRC1,b543dff0-530d-4508-8ad0-a602f9c52caf,*,Last activity out of range
Quince_Harvesting,QTRC3,b543dff0-530d-4508-8ad0-a602f9c52caf,Start Picking,From violated
Quince_Harvesting,QTRC4,fd3e6d92-3625-48bc-a063-41ce9ba2f5e9,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC1,b5892d89-f7ee-43e4-9221-3bf8fde12803,*,Last activity out of range
Quince_Harvesting,QTRC7,03521a28-bb1e-4603-9fa8-2449a30fe1df,Start Spoiled Fruit Data Collection,From violated
Quince_Harvesting,QTRC8,03521a28-bb1e-4603-9fa8-2449a30fe1df,Send Recorded Kilos and Hours,From violated
Quince_Harvesting,QTRC4,4df15168-6be8-4741-8d88-68106fd1eedf,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC1,565f80bd-c433-4cee-ae26-2d791ae5252c,*,First activity out of range
Quince_Harvesting,QTRC1,565f80bd-c433-4cee-ae26-2d791ae5252c,*,Last activity out of range
Quince_Harvesting,QTRC3,565f80bd-c433-4cee-ae26-2d791ae5252c,Start Picking,From violated
Quince_Harvesting,QTRC4,565f80bd-c433-4cee-ae26-2d791ae5252c,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC7,e69f9319-4cd7-4074-b30c-073158920561,Start Spoiled Fruit Data Collection,From violated
Quince_Harvesting,QTRC8,e69f9319-4cd7-4074-b30c-073158920561,Send Recorded Kilos and Hours,From violated
Quince_Harvesting,QTRC1,b95d0c93-db40-4c0b-870f-b4ca478329a5,*,First activity out of range
Quince_Harvesting,QTRC1,b95d0c93-db40-4c0b-870f-b4ca478329a5,*,Last activity out of range
Quince_Harvesting,QTRC7,22b9cfaa-b7b8-4c52-816f-634b4f2d110d,Start Spoiled Fruit Data Collection,From violated
Quince_Harvesting,QTRC8,22b9cfaa-b7b8-4c52-816f-634b4f2d110d,Send Recorded Kilos and Hours,From violated
Quince_Harvesting,QTRC3,ca3672ba-6317-4c04-974c-5b800a4665e5,Start Picking,From violated
Quince_Harvesting,QTRC4,ca3672ba-6317-4c04-974c-5b800a4665e5,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC3,73ed1f87-ee25-45ed-8e1c-f3e6f6724f6b,Start Picking,From violated
Quince_Harvesting,QTRC4,73ed1f87-ee25-45ed-8e1c-f3e6f6724f6b,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC1,396c5fda-4e6c-4ff7-9af5-6b159e0bf154,*,First activity out of range
Quince_Harvesting,QTRC1,396c5fda-4e6c-4ff7-9af5-6b159e0bf154,*,Last activity out of range
Quince_Harvesting,QTRC1,ec210cde-6bbd-4a44-8791-0904749e0218,*,First activity out of range
Quince_Harvesting,QTRC1,ec210cde-6bbd-4a44-8791-0904749e0218,*,Last activity out of range
Quince_Harvesting,QTRC3,ec210cde-6bbd-4a44-8791-0904749e0218,Start Picking,From violated
Quince_Harvesting,QTRC8,ec210cde-6bbd-4a44-8791-0904749e0218,Send Recorded Kilos and Hours,From violated
Quince_Harvesting,QTRC1,3db92665-7acb-4840-be68-edf258ccacfd,*,First activity out of range
Quince_Harvesting,QTRC1,3db92665-7acb-4840-be68-edf258ccacfd,*,Last activity out of range
Quince_Harvesting,QTRC1,1de94525-ab88-46e2-8e38-d51f4cfcf9ba,*,First activity out of range
Quince_Harvesting,QTRC1,1de94525-ab88-46e2-8e38-d51f4cfcf9ba,*,Last activity out of range
Quince_Harvesting,QTRC8,1de94525-ab88-46e2-8e38-d51f4cfcf9ba,Send Recorded Kilos and Hours,From violated
Quince_Harvesting,QTRC4,dcb07291-84b0-4309-8611-bc581a723ff2,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC4,eab313ad-482e-4447-b954-17f76cfa5427,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC1,0a08b104-b14d-475e-8851-7c664263ac3d,*,First activity out of range
Quince_Harvesting,QTRC1,0a08b104-b14d-475e-8851-7c664263ac3d,*,Last activity out of range
Quince_Harvesting,QTRC3,0a08b104-b14d-475e-8851-7c664263ac3d,Start Picking,From violated
Quince_Harvesting,QTRC8,0a08b104-b14d-475e-8851-7c664263ac3d,Send Recorded Kilos and Hours,From violated
Quince_Harvesting,QTRC1,cb26871b-b15a-49e4-a23a-bdc62a918055,*,First activity out of range
Quince_Harvesting,QTRC1,cb26871b-b15a-49e4-a23a-bdc62a918055,*,Last activity out of range
Quince_Harvesting,QTRC3,cb26871b-b15a-49e4-a23a-bdc62a918055,Start Picking,From violated
Quince_Harvesting,QTRC8,cb26871b-b15a-49e4-a23a-bdc62a918055,Send Recorded Kilos and Hours,From violated
Quince_Harvesting,QTRC4,4f074d0c-3484-47dd-9266-d131eb5369ef,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC7,4f074d0c-3484-47dd-9266-d131eb5369ef,Start Spoiled Fruit Data Collection,From violated
Quince_Harvesting,QTRC1,232e2360-b011-409e-8e5c-e0056cc7622b,*,First activity out of range
Quince_Harvesting,QTRC1,232e2360-b011-409e-8e5c-e0056cc7622b,*,Last activity out of range
Quince_Harvesting,QTRC4,232e2360-b011-409e-8e5c-e0056cc7622b,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC7,232e2360-b011-409e-8e5c-e0056cc7622b,Start Spoiled Fruit Data Collection,From violated
Quince_Harvesting,QTRC1,8c997034-e806-42bf-9a45-655d8ff62424,*,First activity out of range
Quince_Harvesting,QTRC1,8c997034-e806-42bf-9a45-655d8ff62424,*,Last activity out of range
Quince_Harvesting,QTRC3,8c997034-e806-42bf-9a45-655d8ff62424,Start Picking,From violated
Quince_Harvesting,QTRC4,8c997034-e806-42bf-9a45-655d8ff62424,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC3,ef6355f6-bc0c-4f23-b25d-9fdf7e343788,Start Picking,From violated
Quince_Harvesting,QTRC3,df8b37fd-eb66-4250-8e69-fd0f61b52077,Start Picking,From violated
Quince_Harvesting,QTRC4,df8b37fd-eb66-4250-8e69-fd0f61b52077,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC3,f19b2e5e-8bec-4a1d-aa46-5508086f480d,Start Picking,From violated
Quince_Harvesting,QTRC4,f19b2e5e-8bec-4a1d-aa46-5508086f480d,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC4,cf61ee37-53e4-4d06-9fae-7a78194dab3d,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC3,fbbe928b-763a-456f-94a7-ce1b95f5f6ba,Start Picking,From violated
Quince_Harvesting,QTRC4,fbbe928b-763a-456f-94a7-ce1b95f5f6ba,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC3,f4ae5c26-da21-4b14-9392-54db95904ee8,Start Picking,From violated
Quince_Harvesting,QTRC4,f4ae5c26-da21-4b14-9392-54db95904ee8,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC8,f4ae5c26-da21-4b14-9392-54db95904ee8,Send Recorded Kilos and Hours,From violated
Quince_Harvesting,QTRC1,e36972aa-5cb3-45e4-bf2b-fa348d953b1e,*,First activity out of range
Quince_Harvesting,QTRC1,e36972aa-5cb3-45e4-bf2b-fa348d953b1e,*,Last activity out of range
Quince_Harvesting,QTRC4,e36972aa-5cb3-45e4-bf2b-fa348d953b1e,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC1,0516037f-5a54-4e9b-a1a6-b6bf3a857db3,*,First activity out of range
Quince_Harvesting,QTRC1,0516037f-5a54-4e9b-a1a6-b6bf3a857db3,*,Last activity out of range
Quince_Harvesting,QTRC8,0516037f-5a54-4e9b-a1a6-b6bf3a857db3,Send Recorded Kilos and Hours,From violated
Quince_Harvesting,QTRC4,55b6a3b2-0c39-4349-8ae9-4dfcb084b7e2,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC1,75f3b60b-5b6d-4a01-87db-ddb46aa2cba5,*,First activity out of range
Quince_Harvesting,QTRC1,75f3b60b-5b6d-4a01-87db-ddb46aa2cba5,*,Last activity out of range
Quince_Harvesting,QTRC3,75f3b60b-5b6d-4a01-87db-ddb46aa2cba5,Start Picking,From violated
Quince_Harvesting,QTRC4,75f3b60b-5b6d-4a01-87db-ddb46aa2cba5,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC1,78da0b69-5a91-49f2-a901-6cd5124deaaa,*,First activity out of range
Quince_Harvesting,QTRC1,78da0b69-5a91-49f2-a901-6cd5124deaaa,*,Last activity out of range
Quince_Harvesting,QTRC3,78da0b69-5a91-49f2-a901-6cd5124deaaa,Start Picking,From violated
Quince_Harvesting,QTRC4,78da0b69-5a91-49f2-a901-6cd5124deaaa,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC3,a2087f20-6b13-4f67-a447-a054b4da8e29,Start Picking,From violated
Quince_Harvesting,QTRC4,a2087f20-6b13-4f67-a447-a054b4da8e29,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC3,289864b0-5050-4963-a98c-602abbc19077,Start Picking,From violated
Quince_Harvesting,QTRC1,8707f9a0-edd8-4541-90b3-65f84ad0ee29,*,First activity out of range
Quince_Harvesting,QTRC1,8707f9a0-edd8-4541-90b3-65f84ad0ee29,*,Last activity out of range
Quince_Harvesting,QTRC3,8707f9a0-edd8-4541-90b3-65f84ad0ee29,Start Picking,From violated
Quince_Harvesting,QTRC4,8707f9a0-edd8-4541-90b3-65f84ad0ee29,Warn of Break (1pm),From violated
Quince_Harvesting,QTRC1,302ab050-416a-4ec8-bbc2-e9fed216df90,*,First activity out of range
Quince_Harvesting,QTRC1,302ab050-416a-4ec8-bbc2-e9fed216df90,*,Last activity out of range
Quince_Harvesting,QTRC3,302ab050-416a-4ec8-bbc2-e9fed216df90,Start Picking,From violated
Quince_Harvesting,QTRC1,209f23e1-5f9a-4d09-ab48-de7cfd851511,*,First activity out of range
Quince_Harvesting,QTRC1,209f23e1-5f9a-4d09-ab48-de7cfd851511,*,Last activity out of range
Quince_Harvesting,QTRC3,209f23e1-5f9a-4d09-ab48-de7cfd851511,Start Picking,From violated
Quince_Harvesting,QTRC1,602f602b-4700-486f-96ac-4563346378da,*,First activity out of range
Quince_Harvesting,QTRC1,602f602b-4700-486f-96ac-4563346378da,*,Last activity out of range
Quince_Harvesting,QTRC3,602f602b-4700-486f-96ac-4563346378da,Start Picking,From violated
Quince_Harvesting,QTRC4,602f602b-4700-486f-96ac-4563346378da,Warn of Break (1pm),From violated
